"date","mcData","GSPC.Close"
1996-12-20,0.00415291568570881,0.00415291568570881
1996-12-23,0.00154217523406718,0.00154217523406718
1996-12-24,-0.00396051154200699,0.00701474808033887
1996-12-26,0.00237698954366667,0.0133522491660125
1996-12-27,0.00365868102194908,0.014633940644295
1996-12-30,-0.000241311734193338,0.0107339478881525
1996-12-31,-0.017940730768481,-0.00696547114613511
1997-01-02,-0.0129052313580554,-0.0120264551928662
1997-01-03,0.00182735783556117,0.00270613400075056
1997-01-06,0.00131909193017611,0.00219786809536554
1997-01-07,0.00872719739715905,0.00960597356234829
1997-01-08,0.00228682321538987,0.00316559938057897
1997-01-09,-0.0063181961432702,0.0116972036700246
1997-01-10,-0.00019567725485853,0.0178197225584362
1997-01-13,-0.000182497705058686,0.0178329021082359
1997-01-14,0.0119786322164822,0.0299940320297769
1997-01-15,0.0141376394774791,0.0278303533690225
1997-01-16,0.0108138742906358,0.0311431077281514
1997-01-17,0.00247342963019205,0.0394145643656402
1997-01-20,0.00315584115710758,0.0400969758925558
1997-01-21,-0.00459492370015059,0.0477881281411179
1997-01-22,-0.000130554798250823,0.0522524970430176
1997-01-23,0.0108969542342924,0.0411020248173136
1997-01-24,0.0199510136267676,0.0319652398608998
1997-01-27,0.0127615974656068,0.024775823699739
1997-01-28,0.0127615974656068,0.024775823699739
1997-01-29,0.0224445711495082,0.0344587973836403
1997-01-30,0.0373270783325437,0.0493413045666758
1997-01-31,0.0347893732715344,0.0518725859785967
1997-02-03,0.0340643210308843,0.0525971128993563
1997-02-04,0.0308484344856753,0.0558026906613154
1997-02-05,0.0167399599391972,0.0416942161148373
1997-02-06,0.0143372299082022,0.0440911868694526
1997-02-07,0.0262555102968378,0.0560094672580884
1997-02-10,0.0209972135115779,0.0507511704728284
1997-02-11,0.0157006836339891,0.056019794859049
1997-02-12,0.0321195673609929,0.0724386785860528
1997-02-13,0.0432675741832131,0.0835866854082732
1997-02-14,0.0391363197629717,0.0794554309880317
1997-02-18,0.029476069203065,0.0890232532754227
1997-02-19,0.0341312797818077,0.0843462703166307
1997-02-20,0.0460578666070705,0.0722757213135953
1997-02-21,0.044773248502752,0.0709911032092767
1997-02-24,0.0552759951589751,0.0814938498654997
1997-02-25,0.0574310895432446,0.0836489442497694
1997-02-26,0.0495494222924052,0.07576727699893
1997-02-27,0.0362043082956989,0.0624221630022235
1997-02-28,0.04154977502139,0.0570479686305683
1997-03-03,0.0471953910661676,0.062693584675346
1997-03-04,0.0416830224157595,0.0571812160249378
1997-03-05,0.0554491891197539,0.0709473827289322
1997-03-06,0.0511539545175256,0.0666521481267039
1997-03-07,0.0591170352652662,0.0746152288744446
1997-03-10,0.0697852806196443,0.0852834742288227
1997-03-11,0.0669381388026543,0.0824363324118326
1997-03-12,0.0756645750918897,0.0736330745620421
1997-03-13,0.0570455246800359,0.0550140241501884
1997-03-14,0.0524733609782498,0.0595653782797432
1997-03-17,0.0556655330598315,0.0627575503613248
1997-03-18,0.0480038707185119,0.0550958880200053
1997-03-19,0.0430533524112802,0.0501453697127738
1997-03-20,0.0390668908258171,0.0461589081273104
1997-03-21,0.0409160846418085,0.0480081019433018
1997-03-24,0.0495015041889644,0.0565935214904578
1997-03-25,0.0471949792967718,0.0542869965982652
1997-03-26,0.0490039530858521,0.0560959703873456
1997-03-27,0.0275261194889388,0.0346181367904323
1997-03-31,0.0491849391948073,0.0124798078499183
1997-04-01,0.05250233240245,0.015797201057561
1997-04-02,0.0397971481344892,0.00309201678960029
1997-04-03,0.0400770580406402,0.00337192669575135
1997-04-04,0.0299745077387417,0.013373435402077
1997-04-07,0.0355247455196368,0.0189236731829722
1997-04-08,0.0407328174757034,0.0241317451390388
1997-04-09,0.0334753003255233,0.0168742279888586
1997-04-10,0.0304951696951796,0.013894097358515
1997-04-11,0.00244298096171987,-0.0141580913749448
1997-04-14,-0.00579944363467994,-0.00598304932458135
1997-04-15,0.0087627532864866,0.00857914759658508
1997-04-16,0.0203015975146103,0.0201179918247089
1997-04-17,0.0179911750528122,0.0178075693629108
1997-04-18,0.0119919439830915,0.0237710241825337
1997-04-21,0.00414038058862725,0.0159194607880695
1997-04-22,0.0225248529557313,0.0343039331551736
1997-04-23,0.0212710782863269,0.0330501584857692
1997-04-24,0.0180811275729856,0.0298602077724278
1997-04-25,0.0104899576377985,0.0222690378372409
1997-04-28,0.000572987870941936,0.0320886262524109
1997-04-29,0.0271361301012913,0.0586517684827603
1997-04-30,0.0362335663226612,0.0677492047041303
1997-05-01,0.0397401973022858,0.0642302339800593
1997-05-02,0.0575030978436862,0.0819931345214594
1997-05-05,0.0783648092424694,0.102854845920243
1997-05-06,0.0753084017023234,0.0997984383800966
1997-05-07,0.0604234531888761,0.0849134898666494
1997-05-08,0.0660802446021808,0.090570281279954
1997-05-09,0.0715605441942971,0.0960505808720705
1997-05-12,0.0869372530461259,0.111427289723899
1997-05-13,0.0814999380250894,0.105989974702863
1997-05-14,0.0849806075593727,0.109470644237146
1997-05-15,0.0919175509299984,0.116407587607772
1997-05-16,0.0772981649574098,0.101788201635183
1997-05-19,0.0730558865035723,0.106012559161343
1997-05-20,0.0830243922772977,0.115981064935068
1997-05-21,0.0802722626768733,0.113228935334644
1997-05-22,0.0846685395635819,0.108813245822792
1997-05-23,0.0980923831590755,0.122237089418285
1997-05-27,0.101246397325626,0.125391103584835
1997-05-28,0.104188581770649,0.122440237140178
1997-05-29,0.100480388111742,0.118732043481271
1997-05-30,0.105431617703391,0.12368327307292
1997-06-02,0.103163025520376,0.121414680889905
1997-06-03,0.102122190515804,0.120373845885333
1997-06-04,0.095730132802196,0.113981788171725
1997-06-05,0.091778249486454,0.117918115560767
1997-06-06,0.108771899410327,0.134911765484641
1997-06-09,0.114450347364098,0.140590213438411
1997-06-10,0.11171535760376,0.143317743427521
1997-06-11,0.116660335594648,0.14826272141841
1997-06-12,0.132383276312791,0.163985662136553
1997-06-13,0.143365617064902,0.174968002888664
1997-06-16,0.144070398399783,0.175672784223544
1997-06-17,0.143488723698635,0.176254120775917
1997-06-18,0.149481453324579,0.170225261718914
1997-06-19,0.159426040296216,0.180169848690551
1997-06-20,0.160216094891073,0.180959903285408
1997-06-23,0.182561368232831,0.158103884213019
1997-06-24,0.16239198043617,0.177874497590445
1997-06-25,0.154124035183616,0.169606552337891
1997-06-26,0.160097138010341,0.163597557057113
1997-06-27,0.164176936389167,0.16767735543594
1997-06-30,0.161736672582513,0.165237091629286
1997-07-01,0.155082293278617,0.171847482722256
1997-07-02,0.169462843998394,0.186228033442033
1997-07-03,0.183521191864949,0.200286381308588
1997-07-07,0.17834689678464,0.19511208622828
1997-07-08,0.171166405556157,0.202241385368437
1997-07-09,0.183368093731956,0.189888975040538
1997-07-10,0.176492253289027,0.196717860969689
1997-07-11,0.173318657049187,0.199881417350495
1997-07-14,0.175169756770504,0.201732517071811
1997-07-15,0.183141675242655,0.209704435543962
1997-07-16,0.17144289456721,0.221267935840559
1997-07-17,0.166097239446681,0.21592228072003
1997-07-18,0.148277009334453,0.198102050607802
1997-07-21,0.145691966920334,0.195517008193683
1997-07-22,0.122643540813283,0.218046150557952
1997-07-23,0.125398325633244,0.220800935377913
1997-07-24,0.129375779550865,0.224778389295534
1997-07-25,0.127767314733142,0.223169924477811
1997-07-28,0.125268549819317,0.220671159563986
1997-07-29,0.131466221004393,0.226868830749062
1997-07-30,0.141967417600778,0.237370027345447
1997-07-31,0.144084152742928,0.239486762487597
1997-08-01,0.136513940060387,0.231916549805056
1997-08-04,0.139839183528955,0.235241793273624
1997-08-05,0.142012717598304,0.237415327342974
1997-08-06,0.15029131529455,0.245693925039219
1997-08-07,0.159798711584968,0.23609526983592
1997-08-08,0.140891036372638,0.217187594623591
1997-08-11,0.137184682069702,0.220880262575166
1997-08-12,0.125884246163395,0.209579826668859
1997-08-13,0.120992783001068,0.204688363506532
1997-08-14,0.123966499705307,0.20766208021077
1997-08-15,0.0973650751857448,0.181060655691208
1997-08-18,0.0843986136014102,0.19386113801749
1997-08-19,0.0989994299956821,0.208461954411761
